0.005000	0.400000
0.010000	0.402446
0.015000	0.404883
0.020000	0.407312
0.025000	0.409732
0.030000	0.412144
0.035000	0.414547
0.040000	0.416942
0.045000	0.419329
0.050000	0.421709
0.055000	0.424080
0.060000	0.426443
0.065000	0.428798
0.070000	0.431146
0.075000	0.433486
0.080000	0.435818
0.085000	0.438143
0.090000	0.440461
0.095000	0.442771
0.100000	0.445074
0.105000	0.447369
0.110000	0.449657
0.115000	0.451939
0.120000	0.454213
0.125000	0.456480
0.130000	0.458741
0.135000	0.460994
0.140000	0.463241
0.145000	0.465481
0.150000	0.467715
0.155000	0.469941
0.160000	0.472162
0.165000	0.474375
0.170000	0.476583
0.175000	0.478784
0.180000	0.480979
0.185000	0.483167
0.190000	0.485349
0.195000	0.487525
0.200000	0.489695
0.205000	0.491859
0.210000	0.494017
0.215000	0.496169
0.220000	0.498315
0.225000	0.500455
0.230000	0.502590
0.235000	0.504718
0.240000	0.506841
0.245000	0.508958
0.250000	0.511070
0.255000	0.513176
0.260000	0.515276
0.265000	0.517371
0.270000	0.519461
0.275000	0.521545
0.280000	0.523624
0.285000	0.525697
0.290000	0.527766
0.295000	0.529828
0.300000	0.531886
0.305000	0.533939
0.310000	0.535986
0.315000	0.538029
0.320000	0.540066
0.325000	0.542098
0.330000	0.544126
0.335000	0.546148
0.340000	0.548165
0.345000	0.550178
0.350000	0.552186
0.355000	0.554189
0.360000	0.556187
0.365000	0.558180
0.370000	0.560169
0.375000	0.562153
0.380000	0.564133
0.385000	0.566108
0.390000	0.568078
0.395000	0.570044
0.400000	0.572005
0.405000	0.573962
0.410000	0.575914
0.415000	0.577862
0.420000	0.579806
0.425000	0.581745
0.430000	0.583680
0.435000	0.585611
0.440000	0.587537
0.445000	0.589459
0.450000	0.591377
0.455000	0.593291
0.460000	0.595200
0.465000	0.597106
0.470000	0.599007
0.475000	0.600904
0.480000	0.602798
0.485000	0.604687
0.490000	0.606572
0.495000	0.608453
0.500000	0.610330
0.505000	0.612204
0.510000	0.614073
0.515000	0.615939
0.520000	0.617800
0.525000	0.619658
0.530000	0.621512
0.535000	0.623363
0.540000	0.625209
0.545000	0.627052
0.550000	0.628891
0.555000	0.630727
0.560000	0.632558
0.565000	0.634386
0.570000	0.636211
0.575000	0.638032
0.580000	0.639849
0.585000	0.641663
0.590000	0.643473
0.595000	0.645280
0.600000	0.647083
0.605000	0.648883
0.610000	0.650679
0.615000	0.652472
0.620000	0.654261
0.625000	0.656047
0.630000	0.657830
0.635000	0.659609
0.640000	0.661385
0.645000	0.663157
0.650000	0.664927
0.655000	0.666693
0.660000	0.668455
0.665000	0.670215
0.670000	0.671971
0.675000	0.673724
0.680000	0.675474
0.685000	0.677221
0.690000	0.678964
0.695000	0.680705
0.700000	0.682442
0.705000	0.684176
0.710000	0.685907
0.715000	0.687635
0.720000	0.689360
0.725000	0.691082
0.730000	0.692800
0.735000	0.694516
0.740000	0.696229
0.745000	0.697939
0.750000	0.699646
0.755000	0.701350
0.760000	0.703051
0.765000	0.704749
0.770000	0.706444
0.775000	0.708136
0.780000	0.709825
0.785000	0.711512
0.790000	0.713196
0.795000	0.714876
0.800000	0.716554
0.805000	0.718230
0.810000	0.719902
0.815000	0.721572
0.820000	0.723239
0.825000	0.724903
0.830000	0.726564
0.835000	0.728223
0.840000	0.729879
0.845000	0.731532
0.850000	0.733183
0.855000	0.734831
0.860000	0.736476
0.865000	0.738118
0.870000	0.739758
0.875000	0.741396
0.880000	0.743031
0.885000	0.744663
0.890000	0.746292
0.895000	0.747919
0.900000	0.749544
0.905000	0.751166
0.910000	0.752785
0.915000	0.754402
0.920000	0.756017
0.925000	0.757628
0.930000	0.759238
0.935000	0.760845
0.940000	0.762449
0.945000	0.764051
0.950000	0.765651
0.955000	0.767248
0.960000	0.768843
0.965000	0.770435
0.970000	0.772025
0.975000	0.773612
0.980000	0.775197
0.985000	0.776780
0.990000	0.778361
0.995000	0.779939
1.000000	0.781515
1.005000	0.783088
1.010000	0.784659
1.015000	0.786228
1.020000	0.787794
1.025000	0.789359
1.030000	0.790921
1.035000	0.792480
1.040000	0.794038
1.045000	0.795593
1.050000	0.797146
1.055000	0.798697
1.060000	0.800245
1.065000	0.801792
1.070000	0.803336
1.075000	0.804878
1.080000	0.806418
1.085000	0.807955
1.090000	0.809491
1.095000	0.811024
1.100000	0.812555
1.105000	0.814084
1.110000	0.815611
1.115000	0.817136
1.120000	0.818659
1.125000	0.820179
1.130000	0.821698
1.135000	0.823214
1.140000	0.824729
1.145000	0.826241
1.150000	0.827751
1.155000	0.829259
1.160000	0.830766
1.165000	0.832270
1.170000	0.833772
1.175000	0.835272
1.180000	0.836770
1.185000	0.838266
1.190000	0.839760
1.195000	0.841252
1.200000	0.842743
1.205000	0.844231
1.210000	0.845717
1.215000	0.847201
1.220000	0.848684
1.225000	0.850164
1.230000	0.851643
1.235000	0.853119
1.240000	0.854594
1.245000	0.856067
1.250000	0.857537
1.255000	0.859006
1.260000	0.860474
1.265000	0.861939
1.270000	0.863402
1.275000	0.864864
1.280000	0.866323
1.285000	0.867781
1.290000	0.869237
1.295000	0.870691
1.300000	0.872143
1.305000	0.873594
1.310000	0.875043
1.315000	0.876489
1.320000	0.877934
1.325000	0.879378
1.330000	0.880819
